Concatenated,Year,Month,Reg,X5,Code,Trust,Indicator,value,Description
2019-20FEBRUARYY60,2019-20,FEBRUARY,Y60,Midlands,Y60,NA,A37,3819,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20FEBRUARYY60,2019-20,FEBRUARY,Y60,Midlands,Y60,NA,A38,9205,Response times - C4 - Response times - 90th centile (hour: min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A24,5915871,Response times - C1 - Response times - Total (hours)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A25,455,Response times - C1 - Response times - Mean (min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A26,816,Response times - C1 - Response times - 90th centile (min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A27,5902472,Response times - C1T - Response times - Total (hours)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A28,758,Response times - C1T - Response times - Mean (min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A29,1655,Response times - C1T - Response times - 90th centile (min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A30,106022737,Response times - C2 - Response times - Total (hours)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A31,1247,Response times - C2 - Response times - Mean (hour: min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A32,2464,Response times - C2 - Response times - 90th centile (hour: min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A33,173922214,Response times - C3 - Response times - Total (hours)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A34,3717,Response times - C3 - Response times - Mean (hour: min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A35,8762,Response times - C3 - Response times - 90th centile (hour: min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A36,6362842,Response times - C4 - Response times - Total (hours)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A37,4068,Response times - C4 - Response times - Mean (hour: min:sec)
2019-20MARCHY60,2019-20,MARCH,Y60,Midlands,Y60,NA,A38,10095,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A24,4128145,Response times - C1 - Response times - Total (hours)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A25,411,Response times - C1 - Response times - Mean (min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A26,724,Response times - C1 - Response times - 90th centile (min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A27,3022573,Response times - C1T - Response times - Total (hours)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A28,608,Response times - C1T - Response times - Mean (min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A29,1231,Response times - C1T - Response times - 90th centile (min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A30,55385587,Response times - C2 - Response times - Total (hours)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A31,821,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A32,1528,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A33,82491125,Response times - C3 - Response times - Total (hours)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A34,1629,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A35,3475,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A36,3997159,Response times - C4 - Response times - Total (hours)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A37,1913,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21APRILY60,2020-21,APRIL,Y60,Midlands,Y60,NA,A38,3870,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A24,3902667,Response times - C1 - Response times - Total (hours)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A25,399,Response times - C1 - Response times - Mean (min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A26,694,Response times - C1 - Response times - 90th centile (min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A27,3029912,Response times - C1T - Response times - Total (hours)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A28,568,Response times - C1T - Response times - Mean (min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A29,1127,Response times - C1T - Response times - 90th centile (min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A30,49394426,Response times - C2 - Response times - Total (hours)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A31,740,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A32,1356,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A33,62066895,Response times - C3 - Response times - Total (hours)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A34,1208,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A35,2416,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A36,4093752,Response times - C4 - Response times - Total (hours)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A37,1626,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21MAYY60,2020-21,MAY,Y60,Midlands,Y60,NA,A38,3264,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A24,3969137,Response times - C1 - Response times - Total (hours)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A25,400,Response times - C1 - Response times - Mean (min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A26,686,Response times - C1 - Response times - 90th centile (min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A27,3414581,Response times - C1T - Response times - Total (hours)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A28,602,Response times - C1T - Response times - Mean (min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A29,1193,Response times - C1T - Response times - 90th centile (min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A30,56362720,Response times - C2 - Response times - Total (hours)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A31,812,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A32,1518,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A33,69872776,Response times - C3 - Response times - Total (hours)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A34,1449,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A35,3083,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A36,4155429,Response times - C4 - Response times - Total (hours)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A37,1870,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21JUNEY60,2020-21,JUNE,Y60,Midlands,Y60,NA,A38,3803,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A24,4700307,Response times - C1 - Response times - Total (hours)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A25,411,Response times - C1 - Response times - Mean (min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A26,725,Response times - C1 - Response times - 90th centile (min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A27,4356754,Response times - C1T - Response times - Total (hours)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A28,636,Response times - C1T - Response times - Mean (min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A29,1299,Response times - C1T - Response times - 90th centile (min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A30,63405350,Response times - C2 - Response times - Total (hours)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A31,870,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A32,1672,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A33,85995285,Response times - C3 - Response times - Total (hours)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A34,1728,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A35,3803,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A36,5032605,Response times - C4 - Response times - Total (hours)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A37,2245,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21JULYY60,2020-21,JULY,Y60,Midlands,Y60,NA,A38,4902,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A24,4970979,Response times - C1 - Response times - Total (hours)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A25,424,Response times - C1 - Response times - Mean (min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A26,751,Response times - C1 - Response times - 90th centile (min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A27,4626820,Response times - C1T - Response times - Total (hours)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A28,663,Response times - C1T - Response times - Mean (min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A29,1371,Response times - C1T - Response times - 90th centile (min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A30,79254002,Response times - C2 - Response times - Total (hours)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A31,1026,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A32,2018,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A33,112012478,Response times - C3 - Response times - Total (hours)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A34,2309,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A35,5231,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A36,5578034,Response times - C4 - Response times - Total (hours)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A37,2692,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21AUGUSTY60,2020-21,AUGUST,Y60,Midlands,Y60,NA,A38,6278,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A24,5713588,Response times - C1 - Response times - Total (hours)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A25,444,Response times - C1 - Response times - Mean (min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A26,792,Response times - C1 - Response times - 90th centile (min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A27,5711781,Response times - C1T - Response times - Total (hours)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A28,726,Response times - C1T - Response times - Mean (min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A29,1538,Response times - C1T - Response times - 90th centile (min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A30,96287726,Response times - C2 - Response times - Total (hours)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A31,1220,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A32,2431,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A33,143508838,Response times - C3 - Response times - Total (hours)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A34,3247,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A35,7583,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A36,6488628,Response times - C4 - Response times - Total (hours)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A37,3633,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21SEPTEMBERY60,2020-21,SEPTEMBER,Y60,Midlands,Y60,NA,A38,8690,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A24,6039174,Response times - C1 - Response times - Total (hours)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A25,449,Response times - C1 - Response times - Mean (min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A26,791,Response times - C1 - Response times - 90th centile (min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A27,6090158,Response times - C1T - Response times - Total (hours)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A28,742,Response times - C1T - Response times - Mean (min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A29,1567,Response times - C1T - Response times - 90th centile (min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A30,106469410,Response times - C2 - Response times - Total (hours)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A31,1287,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A32,2592,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A33,149997548,Response times - C3 - Response times - Total (hours)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A34,3349,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A35,7936,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A36,7415498,Response times - C4 - Response times - Total (hours)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A37,3780,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21OCTOBERY60,2020-21,OCTOBER,Y60,Midlands,Y60,NA,A38,9143,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A24,5301887,Response times - C1 - Response times - Total (hours)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A25,426,Response times - C1 - Response times - Mean (min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A26,745,Response times - C1 - Response times - 90th centile (min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A27,5043705,Response times - C1T - Response times - Total (hours)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A28,692,Response times - C1T - Response times - Mean (min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A29,1476,Response times - C1T - Response times - 90th centile (min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A30,98114788,Response times - C2 - Response times - Total (hours)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A31,1218,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A32,2438,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A33,144746046,Response times - C3 - Response times - Total (hours)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A34,3252,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A35,7698,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A36,6267994,Response times - C4 - Response times - Total (hours)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A37,3496,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21NOVEMBERY60,2020-21,NOVEMBER,Y60,Midlands,Y60,NA,A38,8352,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A24,5725516,Response times - C1 - Response times - Total (hours)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A25,430,Response times - C1 - Response times - Mean (min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A26,758,Response times - C1 - Response times - 90th centile (min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A27,5626060,Response times - C1T - Response times - Total (hours)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A28,719,Response times - C1T - Response times - Mean (min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A29,1539,Response times - C1T - Response times - 90th centile (min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A30,102969526,Response times - C2 - Response times - Total (hours)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A31,1221,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A32,2428,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A33,154132905,Response times - C3 - Response times - Total (hours)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A34,3454,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A35,8085,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A36,6759942,Response times - C4 - Response times - Total (hours)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A37,3729,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21DECEMBERY60,2020-21,DECEMBER,Y60,Midlands,Y60,NA,A38,8907,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A24,5684857,Response times - C1 - Response times - Total (hours)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A25,435,Response times - C1 - Response times - Mean (min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A26,763,Response times - C1 - Response times - 90th centile (min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A27,5238025,Response times - C1T - Response times - Total (hours)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A28,722,Response times - C1T - Response times - Mean (min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A29,1534,Response times - C1T - Response times - 90th centile (min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A30,117030489,Response times - C2 - Response times - Total (hours)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A31,1295,Response times - C2 - Response times - Mean (hour: min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A32,2586,Response times - C2 - Response times - 90th centile (hour: min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A33,170635782,Response times - C3 - Response times - Total (hours)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A34,3866,Response times - C3 - Response times - Mean (hour: min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A35,9142,Response times - C3 - Response times - 90th centile (hour: min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A36,6939382,Response times - C4 - Response times - Total (hours)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A37,3974,Response times - C4 - Response times - Mean (hour: min:sec)
2020-21JANUARYY60,2020-21,JANUARY,Y60,Midlands,Y60,NA,A38,9345,Response times - C4 - Response times - 90th centile (hour: min:sec)
2020-21FEBRUARYY60,2020-21,FEBRUARY,Y60,Midlands,Y60,NA,A24,4453355,Response times - C1 - Response times - Total (hours)
